ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0061951,establishment of protein localization to plasma membrane,10/783,66/18986,0.15151515151515152,3.673903788846318,4.51306798283798,0.00034966413819114913,0.025760601077427246,0.024628793472229578,RILPL2/KIF13A/ATP2C1/RAB11A/ASAP1/ZDHHC2/RAB10/BBS1/SYS1/GOLPH3,10
GO:1903050,regulation of proteolysis involved in protein catabolic process,22/783,238/18986,0.09243697478991597,2.241390042607081,3.996998275120613,0.0003630958148849748,0.02629675283056775,0.02514138907348059,RPL23/UFSP2/TMTC3/MDM2/MAGEF1/PSMD10/NUDT15/ALAD/ARAF/GCLC/RAD23A/RNF180/PDCL3/TMX1/CHFR/ATXN3/CSNK2A1/AXIN2/WAC/RCHY1/CEBPA/PRMT6,22
GO:0034067,protein localization to Golgi apparatus,7/783,34/18986,0.20588235294117646,4.992186913079408,4.832117636609373,0.00040078007212413977,0.028542220803107487,0.027288201051119062,ARL1/ARL5A/VPS13A/TMED10/VPS13C/SYS1/GOLPH3,7
GO:0042176,regulation of protein catabolic process,30/783,374/18986,0.08021390374331551,1.9450078882127564,3.8281540855810166,0.0004172742941372049,0.028815505102727786,0.02754947843957445,CDKN1B/TMTC3/MDM2/ASB5/PSMD10/NUDT15/ALAD/MYLIP/VPS11/ARAF/GCLC/ZDHHC2/RAD23A/RNF180/RHBDD1/TMX1/CDK5RAP3/CHFR/TSPAN17/EEF1A1/ATXN3/WDR91/CSNK2A1/PSMD1/SNF8/AXIN2/WAC/RCHY1/SNX9/CEBPA,30
GO:0006626,protein targeting to mitochondrion,13/783,106/18986,0.12264150943396226,2.9737825007831513,4.226354567756256,0.0004181046843831319,0.028815505102727786,0.02754947843957445,LMAN1/MFF/UBL5/FIS1/SAE1/TIMM23/TIMM17A/VPS11/USP36/UBE2L3/TIMM8B/DNAJC19/FZD5,13
GO:0140056,organelle localization by membrane tethering,11/783,80/18986,0.1375,3.3340676883780334,4.3388367546878515,0.00042727935818114184,0.028980392023936808,0.027707120954068697,RAB3IP/VAPB/STX16/ESYT1/EXOC6/VPS11/VTI1B/EXOC8/TPRG1L/VAMP8/SYTL2,11
GO:0031123,RNA 3'-end processing,12/783,94/18986,0.1276595744680851,3.0954593625173223,4.223951262439858,0.0004769519658886962,0.03124954141833035,0.029876573895953808,CSTF3/PNPT1/ZCCHC8/PAPOLA/ANGEL2/TUT1/NUDT21/WDR33/RPS21/LEO1/INTS7/INTS2,12
GO:0097428,protein maturation by iron-sulfur cluster transfer,5/783,17/18986,0.29411764705882354,7.13169559011344,5.245628445085668,0.00048166560435335446,0.03124954141833035,0.029876573895953808,CISD3/MAGEF1/BOLA3/CIAO1/GLRX5,5
GO:0006887,exocytosis,29/783,360/18986,0.08055555555555556,1.953292181069959,3.787321551885416,0.0004826748732997433,0.03124954141833035,0.029876573895953808,RAB27A/RAB3IP/SDF4/LAMP1/RAB11A/SNAP47/TMEM79/EXOC6/ARHGAP17/REST/VPS11/FBXO45/PAK1/RAB25/VTI1B/RAB10/PDCD6IP/RAB27B/LIN7C/PDPK1/ARL8B/TMED10/SNF8/TMEM167B/EXOC8/TPRG1L/VAMP8/SYTL2/RAB3B,29
GO:0180012,"co-transcriptional RNA 3'-end processing, cleavage and polyadenylation pathway",4/783,10/18986,0.4,9.699106002554279,5.706725517607321,0.0004939203782227887,0.03150032501710412,0.030116339165477506,CSTF3/PAPOLA/TUT1/NUDT21,4
GO:0045732,positive regulation of protein catabolic process,20/783,213/18986,0.09389671361502347,2.276785446608985,3.8864723528031,0.0005407201819483374,0.03397790202154773,0.03248506232417179,CDKN1B/TMTC3/MDM2/ASB5/PSMD10/MYLIP/VPS11/GCLC/RAD23A/RNF180/RHBDD1/TMX1/CHFR/ATXN3/CSNK2A1/SNF8/AXIN2/RCHY1/SNX9/CEBPA,20
GO:0006997,nucleus organization,16/783,153/18986,0.10457516339869281,2.53571398759589,3.9555875323057896,0.0005933977155825414,0.03674765853165506,0.03513312790504719,EPC1/TMEM170A/RRN3/SERBP1/NUP155/SYCP1/GOLM1/NEAT1/CHMP5/SEH1L/NUP107/USP36/CHMP4A/CHMP4C/TOR1AIP1/NUP54,16
GO:0140014,mitotic nuclear division,24/783,282/18986,0.0851063829787234,2.0636395750115484,3.732213610401692,0.0006693334634657045,0.04085802699127079,0.039062904837750365,PPP2R2D/CDKN1B/POLDIP2/NCAPG2/EML4/STAG1/RAB11A/CDC14B/RPL24/STAG2/PCID2/CHMP5/INO80/SEH1L/NFIB/ANAPC7/CHMP4A/UHRF1/MAP9/MIS12/CHMP4C/BCCIP/MZT1/PRMT5,24
GO:0043162,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,7/783,37/18986,0.1891891891891892,4.587415001208105,4.530060803244878,0.0006888795916135112,0.04145890837978216,0.0396373861386514,STAM2/CHMP5/CHMP4A/VPS37A/SNF8/CHMP4C/PLAA,7
